date,username,tweet
2022-02-13 00:37:41,StevePaul63,@PhilipOConnor5 Do be serious. Other PMs have done worse and not resigned. John Major springs to mind. Or Blair with his dodgy dossier &amp; the death of Dr David Kelly. Didn’t resign. Keir had drinks with people illegally. MPs ignored Covid rules. Even reporters did so. No resignations so why BoJo?
2022-02-13 00:37:40,ATL_Test_Watch,"COVID test available today at CVS (4110 Pleasant Hill RD, Duluth, GA 30096) at 02:15PM 02:45PM 03:15PM :  https://t.co/i8jdoR3EYU"
2022-02-13 00:37:40,angrygoatguy,"@PokiChloe Cool! I found your socials from Pat Flynn and was interested in how you were able to get all the fire products, did you buy in before the prices on vintage went crazy?? If you havent made a video about it, maybe speak to what your collection looked like before covid!! 😇"
2022-02-13 00:37:40,TammieWrampe,"@YtKeithSweat @BenFish75 @CubsKatie @ianmSC @kyzizzy_ Probably better than your vaccine.  Lol. Then again, I also take care of myself   I got covid and I literally only lost my taste and smell."
2022-02-13 00:37:39,ThisIsNotRealX,"@RT_com Covid restrictions?  Shouldn't we keep calling it the mandate?  Ozzies, Australians  are protesting the mandate. It sheds light on the fact that this has nothing to do with a supposed pandemic virus. MANDATE  https://t.co/Nw8H8AXFH7"
2022-02-13 00:37:39,Taram52,@imgrund It wasn’t too long ago they had to send us their covid icu patients. Next time they can keep them.
2022-02-13 00:37:39,DiYBioinfo,"O que você vê nesse gráfico de casos diários de COVID-19 na Dinamarca? Eu vejo claramente um platô, deve ser por isso que chamam de fase endêmica. O platô aparece nítido se vc virar a tela 90 graus."
2022-02-13 00:37:38,Violettgtz,@laredcincoradio Que poca m... Ahora todo es covid.
2022-02-13 00:37:37,JSchuurMD,"""Heart-disease risk soars after COVID — even with a mild case"" #GetVaccinated  and don't listen to the hucksters scaring you about incredibly RARE vaccine side effects.   https://t.co/GqZCMl55Y8"
2022-02-13 00:37:37,Armadillito,"@Mediavenir En même temps impossible à organiser avec le COVID, les restrictions du nombre d'invités...Y'a une certaine logique."
2022-02-13 00:37:37,CMRaulCampillo,Dr. Wilma Wooten has been vital in the fight of COVID-19 as Public Health Officer for @SDCountyHHSA . She has been a fixture in SD since 1990 when she began her career as a faculty member in the UCSD Dept of Family &amp; Preventative Medicine. She has been with the HHSA since 2001.  https://t.co/O29AXBNb6j
2022-02-13 00:37:37,realdentarthur,"@Roofusthefeline @ABPATRIOTDOTCA @cjayremi @kristalixy And I’m probably overdoing it wearing a N95 in most situations  but they are actually more comfortable, so why not. I don’t wear it at home or outside - except in crowds, which I avoid anyway. Not just because of COVID!"
2022-02-13 00:37:36,haziqariff__,testing positive for covid really showed me who actually cares about me by calling or texting me every day and the people who only pretend to care
2022-02-13 00:37:36,itsrAti0,"@HCS @Cloud9 @Sentinels That's cool, but how long on the new maps and modes? If game dies don't  even try to put the blame on COVID"
2022-02-13 00:37:36,jw_lockhart,"@familyunequal His covid book came out late October 2020, so I assumed similar pace."
2022-02-13 00:37:35,indigonmi,eh impressionante que mesmo num hospital cheio de gente infectada com covid a galera não usa a máscara direito tem idosa aqui até SEM MÁSCARA
2022-02-13 00:37:35,Martude06,@osscarp @realvalladolid @GironaFC Ha sido tener el covid y no volver a ser titular efectivamente 🤷🏻‍♀️
2022-02-13 00:37:35,GadgieOld,"@JenniferB41 I’ve been told that I have to, nothing to do with COVID though, just an ugly bugger!"
2022-02-13 00:37:34,WiliamCruz0310,@makiandzeus @NaDjurdjevdan @theprojecttv My opinion: 1. Organized an event without care against COVID-19 (irresponsible); 2. Said he had a problem for getting vaccinated (lied); 3. Gave suspicious documentation (lied); 4. Organized a child event being contaminated (lied); 5. Has 80% of a company not pro-vaccine (absurd)
2022-02-13 00:37:33,ElevenRooneys,@HopeAldridge @rickchisholm @ConsumerSOS @ambermac The whole covid bs has ruined so much it cannot be described in a tweet. Your distress over honking is comical.
2022-02-13 00:37:33,PaulRoundy1,"@Big_Mark_Photo @stebbs00 @straps0n @MagisterBracey The protection against severe disease from omicron by previous covid 19 infection is about 90%. Obviously I don't advocate for getting infected previous to vaccination, but it is nevertheless true."
2022-02-13 00:37:33,volunte28983615,COVID: Sweeping new bill would require vaccine for every California worker  https://t.co/mx1NK6ypgR via @mercnews
2022-02-13 00:37:33,barbietrucker82,@StrochimT @BCReality @PierrePoilievre Covid wasn’t around when I took science. You should maybe do a little more research on what that vaccine is doing to your body.  It scare the hell out of me and I’m not vaccinated. I can’t imagine how you would feel once the whole truth starts coming out.
2022-02-13 00:37:32,Rich_pi_34,"@EvanLSolomon Not all of those 35k deaths are from covid, stop lying. The numbers are fudged, because they include people who died with covid but of other causes, and the tests are not even accurate either. Either way, there's still zero justification for any vax mandates."
2022-02-13 00:37:32,ATL_Test_Watch,"COVID test available today at CVS (1610 Mount Vernon Road Suite 100, Atlanta, GA 30338) at 12:15PM 12:45PM 01:00PM 01:15PM 03:00PM 03:15PM 03:30PM 03:45PM :  https://t.co/i8jdoR3EYU"
2022-02-13 00:37:32,onahunttoday,@Ohio @OHPediatricians @SpectrumNews1OH @ABC @WEWS @wkyc @cleveland19news @fox8news @CBS @NBC @CNBC @MSNBC @FDA *Pfizer Postpones COVID-19  Vaccine For Children Under 5 Years Old  https://t.co/NyI17j1ivg
2022-02-13 00:37:32,Iam_moraks,"*The Africa Digital Epidemiology Innovation Network (ADEIN)* is conducting a research on COVID-19 vaccination, existing barriers and perceived effects among the Nigerian population.   Kindly access the questionnaire below Thank you!   https://t.co/17nGi3SUQ7"
2022-02-13 00:37:31,drevakosta_eva,@DrNicoleC @NicoleB_MD That is horrific! So sorry. Clearly that person did not experience the carnage of Covid before the vaccine. Too bad his mother (or his children if any) can’t read that text her son posted. Shameful.
2022-02-13 00:37:31,sleepingscholar,"This full thread is important, but these inequalities are why we are in deep shit with COVID. All the distrust of the medical establishment and vaccinations? It comes from deep healthcare inequalities. Everyone, EVERYONE, in the US has been gouged by healthcare.  Some got bitter."
2022-02-13 00:37:31,Carl_Spackler99,@TimMalia @JC99WHIT @joaquinlife @DrLeanaWen Sterilize as in small pox. Did anyone ever get a breakthrough case of small pox after getting vaccine. Sterilize as in eliminating virus. Covid vaccine doesn’t sterilize- simply preps immune system. Not sure the controversy here
2022-02-13 00:37:30,JenG3313,@AllyBeauchesne May I ask if you tested the kiddos or just yourself and what day of symptoms did you test an just curious emu kids where sick in October just them not us adults all the signs of Covid took her first day of symptoms but it was negative it just makes me wonder if they had it
2022-02-13 00:37:29,gstraightlife,Kevin Falcon's path to a B.C. Liberal victory: hammer the NDP over airborne COVID  https://t.co/1iyIm6DOJa
2022-02-13 00:37:29,Bcole1400,"Virginia Poison Center urges caution, potentially dangerous ingredient in at-home COVID tests |  https://t.co/CVT6RQAGCH  https://t.co/WLrOO5gOKq"
2022-02-13 00:37:29,Nopanaden,18. Low COVID-19 mortality in Spanish children.  Análisis de la mortalidad pediátrica en España.  En @LancetChildAdol    https://t.co/AK8ljyMZZc
2022-02-13 00:37:29,ian_talia1738,Ruger forgot his vaccination card now the manager is busy explaining the day when they got the covid jab😂😂
2022-02-13 00:37:29,straightnews,Kevin Falcon's path to a B.C. Liberal victory: hammer the NDP over airborne COVID  https://t.co/pGnsyE7FtY
2022-02-13 00:37:29,RavynSkye2,"@CPercySearle In case you haven't realized, that's mostly RCMP response teams.  THE GOVERNMENT DOESN'T CARE ABOUT YOU, because you don't have a bridge worth billions in trade.   But you think the government cares about your health and well being when it comes to COVID.   Adorable."
2022-02-13 00:37:28,MeridithOram,@DrRupaMarya Would you consider answering my COVID ? I had +pcr on 1.21. Then -pcr on 2.2. Symptoms gone. Now symptoms back (or again) and + rapid test. Is it a new infection or the same one? Triple boosted. N95s all the time. Thanks for considering. Thanks for leading the way.
2022-02-13 00:37:28,doc_synapse,Is Covid over? Tata bye bye moment?
2022-02-13 00:37:28,JamesMerolla,@DifrancescoAlex Come back to Wilkes-Barre where the city just used Covid relief money to build a shitty ice rink in the middle of public square
2022-02-13 00:37:28,chudwn2,2020 Covid hit n I’m just getting shit in gears
2022-02-13 00:37:28,R_Quincy_ME,"@corradoformigli sono un non vaccinato che ha preso il covid in maniera asintomatica, il trattamento genico sperimentale sarebbe per me stato inutile. Il vaccino non IMMUNIZZA.  Ci si contagia e si infetta al pari di un non vaccinato"
2022-02-13 00:37:27,NadiaAlix,China approves use of Pfizer's COVID drug Paxlovid – Business Recorder  https://t.co/cehku2hge7
2022-02-13 00:37:27,ZerounoTv,"Covid, in Sicilia 5.945 nuovi contagi e 42 morti  https://t.co/dYZpmnzR7W"
2022-02-13 00:37:27,ZerounoTv,"Covid, 62.231 nuovi casi e 269 decessi in 24 ore  https://t.co/RTrpeO7HTp"
2022-02-13 00:37:27,3ntrepreneur1,"@jody_colley @1classychick @FoxNews It’s an interesting topic, but still not cause to mandate vaccines.  Variations and mutations will continue regardless. Zero covid is not possible evidently so it’s almost moot.   It’s important we remain open-minded to different types of treatment too."
2022-02-13 00:37:27,traffickedout,The struggle is real tell your daughters is a huge ongoing crime wave . I know 2 other women they did it to. there's another activist on Twitter who saw it coming in the after math of Covid. Single women easy prey  https://t.co/TyDSIYtU4g
2022-02-13 00:37:27,gillefond,@iamnekoeades @IcebergRB @GAFollowers Actually it did. Our research team tried to do a study on long term flu vs covid symptoms and there weren’t enough flu patients to study. We’ve learned that it makes sense to cont to mask during flu seasons to avoid getting sick from that in future.
2022-02-13 00:37:27,almost_bill,Non parlo con chi non è bloccato da Eric Ding. #panic #covid
2022-02-13 00:37:26,QudachCA,"A total of 286 people with COVID-19 have now died in New Brunswick, according to the latest numbers on the province's COVID-19 dashboard.  https://t.co/Y8vFLD2oIA"
2022-02-13 00:37:26,iamwhitneygayle,So pretty much LA this weekend has solidified the official end of Covid and masks? #SuperBowl
2022-02-13 00:37:26,keogh_glenn,"@daraokearney @DavidLevene When I went to collect , I forgot my itin. Explained I received it in aria the year prior to covid but said there’s nothing I could do and that I had to ring the tax office over there. I just went to aria to the cashiers desk and they had it on the system , took them 2 secs."
2022-02-13 00:37:25,HausVonz,"@dcp2ffyyy7 @Jim_Jordan That the vaccines are actually, ""gene therapy"".  Or that Ivermectin is useful for treating Covid, even though the manufacturer explicitly warns against using it.  Any other questions? 🙄   https://t.co/Jxvqm2mlW0"
2022-02-13 00:37:25,pabucumunvirusu,"@drahmetrasim Derhal yumurta pandemisi getirile! Tez vakitte tüm yumurtalar imha edile! Aaa yumurta diyince bizim covid savaşçısı Memmed aklıma geldi. Tavuklara özel bir ilgisi vardı onun bir söyliyim bakim, Bill zibidisinin sana yeni bir iş teklifi varmış diyeyim ilgisini çekecek mi bakalım.."
2022-02-13 00:37:24,LucioRey17,"@ReginadelC Pero tenemos que hacer que la tragedia no sea mayor . Tenemos que unirnos y quitar a este gobierno , que ya sido más dañino , despiadado y caro que el mismo COVID"
2022-02-13 00:37:24,sadgalpriri,FYI!!!! For anyone who took time off due to COVID unpaid.    https://t.co/zjQEP2vm9Q
2022-02-13 00:37:24,sebastianhm04,El deporte favorito del COVID es arruinar planes 🥲
2022-02-13 00:37:24,UsernamePass7,"@IReveiller @MLefumeux @lereveildatlas je pense que c'était une tentative bidon de se servir du covid pour reporter les élections ou de se maintenir de force, mais vu que le virus est devenu un rhume, il ne peut plus trafiquer les élections. Ils ont essayé d'imposer le vote à correspondance mais ça n'a pas marché"
2022-02-13 00:37:24,linus08150,"auf die Fresse oder in die Fresse, mit oder an Covid #Prien"
2022-02-13 00:37:23,ATL_Test_Watch,"COVID test available today at CVS (2586 Lawrenceville Highway, Decatur, GA 30033) at 12:15PM 12:30PM 12:45PM 01:00PM 01:15PM 02:00PM 02:15PM 02:30PM 02:45PM 03:00PM 03:15PM 03:30PM 03:45PM :  https://t.co/i8jdoR3EYU"
2022-02-13 00:37:23,FerPinke,@senadorhumberto Sem covid e sem a petralhada.
2022-02-13 00:37:22,seo_zoom,China approves use of Pfizer's COVID drug Paxlovid – Business Recorder  https://t.co/5U3KOKe0pp
2022-02-13 00:37:22,medicionverdad,"@AntonioRNaranjo Les va a pedir Ximo Puig a todos el pasaporte Covid?  Ah no, que es sociata. Entonces todos callados. Como haya alguna propaganda electoral soterrada por parte del gremio subvencionado eso estaría fuera de lugar."
2022-02-13 00:37:22,milabigiu,Seconda parte Comunicato Pfizer agli azionisti prevede utili in netto calo a causa dell'INSICUREZZA del siero covid-19 e della FINE DELLA PSICOPANDEMIA!!! Crolla la farsa e ora cosa faranno i tiranni??! Togliete tutte le restrizioni e ridate le libertà ai popoli!!!  https://t.co/5dbBeIYijA
2022-02-13 00:37:22,ElioAlmaguer2," https://t.co/gJMx2k2dks  El desempeño d Cuba en relación a la vacunación anti-COVID-19 se destaca tanto entre los países en desarrollo como en el mundo en su conjunto, reconoció un sitio especializado.  @JuliaLeonor19  @RaquelIsla1  @felixeddyglez  @JOTACE7777  @AlfonsoRamrezL2"
2022-02-13 00:37:22,jwitker,@taipan168 @bradbury2010 @John_P_Topham @fact_covid Vaccine overwhelmingly prevents progression to Covid pneumonia and and hyper-immune inflammatory phase (which happens in absence of adaptive immunity) which causes vascular and other systemic disease.
2022-02-13 00:37:22,mybxvt,"Ses falan kalmadı, başım, göğüs kafesim ve boğazım çok ağrıyor. Umarım Covid perileri değildir"
